Date,Plant,Production_Line,Product,Planned_Units,Produced_Units,Defective_Units,Downtime_Minutes,Downtime_Reason,Shift,Overtime_Hours,Production_Cost
2025-01-30,Plant D,Line 2,Product B,1007,874,48,115,Planned Maintenance,Evening,3.9,68314.95
2025-01-30,Plant D,Line 1,Product A,883,801,37,23,Changeover,Night,5.1,71347.07
2025-01-30,Plant A,Line 4,Product A,822,753,16,50,Material Shortage,Morning,5.9,58685.44
2025-01-30,Plant D,Line 4,Product B,905,786,43,66,Power Failure,Morning,4.5,60496.11
2025-01-31,Plant D,Line 1,Product C,727,609,20,18,Material Shortage,Evening,2.7,62731.33
2025-01-31,Plant C,Line 3,Product B,1061,971,29,91,Machine Failure,Evening,3.2,63956.89
2025-01-31,Plant B,Line 4,Product C,585,462,23,63,Planned Maintenance,Night,4.4,48146.81
2025-01-31,Plant D,Line 2,Product E,827,737,40,65,Material Shortage,Morning,1.9,62769.42
2025-01-31,Plant B,Line 3,Product D,1321,1174,64,94,Planned Maintenance,Morning,5.5,81558.85
2025-01-31,Plant C,Line 3,Product E,1120,1066,34,20,Material Shortage,Evening,6.0,82173.87
2025-02-01,Plant C,Line 2,Product E,1003,1033,34,15,Planned Maintenance,Morning,3.6,80933.15
2025-02-01,Plant A,Line 1,Product E,948,874,22,59,Power Failure,Morning,4.3,71476.57
2025-02-01,Plant A,Line 1,Product E,1067,966,30,135,Machine Failure,Morning,6.3,80731.37
2025-02-01,Plant A,Line 4,Product B,1036,975,28,46,Machine Failure,Morning,2.8,65628.66
2025-02-02,Plant C,Line 4,Product E,921,952,22,33,Machine Failure,Night,2.3,74805.98
2025-02-02,Plant B,Line 2,Product C,756,666,27,30,Material Shortage,Morning,7.5,68815.99
2025-02-02,Plant C,Line 1,Product C,734,715,7,36,Changeover,Evening,3.3,64588.59
2025-02-02,Plant D,Line 2,Product B,1061,896,45,70,Machine Failure,Evening,4.6,69586.86
2025-02-02,Plant A,Line 4,Product D,1122,1069,35,22,Material Shortage,Evening,2.5,63175.59
2025-02-02,Plant C,Line 2,Product E,900,855,17,26,Machine Failure,Morning,1.0,67382.63
2025-02-03,Plant A,Line 1,Product C,679,663,19,30,Machine Failure,Night,4.0,64528.14
2025-02-03,Plant B,Line 1,Product D,1398,1254,62,50,Material Shortage,Morning,7.3,84849.59
2025-02-03,Plant C,Line 1,Product D,1280,1256,46,16,Material Shortage,Night,1.2,73674.89
2025-02-03,Plant A,Line 2,Product E,908,782,27,100,Material Shortage,Night,8.5,70700.16
2025-02-04,Plant A,Line 3,Product D,1326,1248,42,41,Machine Failure,Evening,4.2,76894.16
2025-02-04,Plant D,Line 1,Product A,964,792,41,143,Power Failure,Evening,6.3,70172.63
2025-02-04,Plant D,Line 2,Product E,931,735,37,81,Quality Issue,Night,3.2,65732.54
2025-02-04,Plant D,Line 3,Product B,1252,1087,44,95,Machine Failure,Night,7.1,86326.91
2025-02-04,Plant B,Line 1,Product E,940,822,34,90,Machine Failure,Night,3.2,70382.65
2025-02-04,Plant C,Line 3,Product A,964,887,27,62,Planned Maintenance,Morning,5.2,69392.46
2025-02-04,Plant D,Line 4,Product E,901,639,30,157,Power Failure,Night,7.3,65326.94
2025-02-04,Plant A,Line 2,Product D,1143,1069,45,40,Planned Maintenance,Morning,4.3,65172.77
2025-02-04,Plant A,Line 1,Product A,921,866,25,54,Material Shortage,Evening,3.0,68292.19
2025-02-04,Plant D,Line 4,Product D,1191,969,42,132,Quality Issue,Evening,6.1,70177.15
2025-02-04,Plant A,Line 3,Product D,1307,1227,66,83,Changeover,Evening,3.7,76112.79
2025-02-05,Plant B,Line 2,Product A,812,726,32,23,Changeover,Evening,5.4,60277.24
2025-02-05,Plant A,Line 2,Product D,1222,1177,53,25,Planned Maintenance,Morning,0.0,70784.67
2025-02-05,Plant C,Line 2,Product D,1220,1165,57,82,Machine Failure,Night,0.0,62871.95
2025-02-05,Plant D,Line 4,Product B,979,741,48,240,Machine Failure,Morning,6.3,61113.05
2025-02-05,Plant A,Line 1,Product D,1251,1183,56,55,Machine Failure,Evening,3.5,71665.79
2025-02-05,Plant C,Line 2,Product A,862,838,22,36,Material Shortage,Morning,3.4,60013.04
2025-02-06,Plant B,Line 1,Product A,875,764,27,37,Material Shortage,Morning,3.6,59832.29
2025-02-06,Plant B,Line 1,Product E,939,777,39,117,Quality Issue,Morning,3.2,66624.41
2025-02-06,Plant B,Line 3,Product A,960,879,26,11,Changeover,Evening,5.2,73965.86
2025-02-06,Plant B,Line 3,Product B,1173,1052,49,105,Changeover,Evening,8.2,83639.32
2025-02-06,Plant B,Line 3,Product C,833,707,30,152,Machine Failure,Night,1.5,70923.01
2025-02-06,Plant C,Line 1,Product D,1265,1219,39,56,Changeover,Morning,4.9,75556.89
2025-02-07,Plant C,Line 2,Product D,1200,1108,40,36,Changeover,Morning,4.4,64691.78
2025-02-07,Plant C,Line 4,Product B,921,854,27,48,Planned Maintenance,Morning,1.2,54589.58
2025-02-07,Plant B,Line 1,Product B,1093,966,47,105,Machine Failure,Morning,3.3,74305.07
2025-02-07,Plant D,Line 1,Product A,890,722,39,70,Planned Maintenance,Evening,4.7,61645.46
2025-02-07,Plant D,Line 3,Product E,1043,940,44,148,Material Shortage,Morning,3.8,87880.97
2025-02-07,Plant A,Line 4,Product A,803,770,19,23,Machine Failure,Evening,2.9,58070.95
2025-02-08,Plant C,Line 3,Product A,841,854,23,48,Planned Maintenance,Morning,1.1,58099.6
2025-02-08,Plant A,Line 1,Product B,1047,906,35,74,Material Shortage,Evening,5.9,64812.06
2025-02-08,Plant C,Line 2,Product A,847,819,24,68,Material Shortage,Evening,2.3,57998.8
2025-02-08,Plant A,Line 4,Product D,1093,1087,40,27,Planned Maintenance,Evening,1.8,66817.75
2025-02-08,Plant D,Line 1,Product E,1013,834,44,127,Material Shortage,Morning,4.5,74535.52
2025-02-08,Plant D,Line 3,Product A,951,773,36,70,Material Shortage,Evening,4.2,69937.28
2025-02-08,Plant A,Line 1,Product E,1014,858,27,130,Planned Maintenance,Night,8.0,75658.0
2025-02-08,Plant C,Line 1,Product B,1080,1005,27,32,Machine Failure,Morning,2.4,64015.55
2025-02-08,Plant C,Line 1,Product D,1264,1236,44,12,Machine Failure,Morning,2.3,71362.15
2025-02-08,Plant A,Line 3,Product E,1026,962,27,48,Material Shortage,Night,4.4,79549.25
2025-02-08,Plant C,Line 3,Product D,1283,1244,42,35,Machine Failure,Morning,0.9,68965.36
2025-02-08,Plant A,Line 4,Product B,991,962,37,43,Planned Maintenance,Night,2.2,65690.13
2025-02-08,Plant C,Line 2,Product A,772,770,14,26,Changeover,Evening,1.4,55731.94
2025-02-08,Plant B,Line 4,Product E,974,815,28,49,Power Failure,Morning,3.1,69599.81
2025-02-08,Plant D,Line 1,Product C,708,585,20,91,Planned Maintenance,Night,5.3,63218.33
2025-02-08,Plant A,Line 2,Product B,1048,984,39,43,Machine Failure,Night,4.7,67128.5
2025-02-08,Plant B,Line 3,Product A,876,698,36,126,Machine Failure,Night,3.0,60062.57
2025-02-08,Plant C,Line 4,Product B,873,814,28,55,Machine Failure,Morning,5.1,57556.94
2025-02-09,Plant D,Line 3,Product E,954,819,37,47,Planned Maintenance,Evening,6.5,76026.64
2025-02-09,Plant C,Line 3,Product C,783,684,19,100,Material Shortage,Evening,5.0,63931.26
2025-02-09,Plant C,Line 4,Product E,761,732,17,52,Quality Issue,Night,2.1,54766.82
2025-02-09,Plant C,Line 1,Product B,1047,1018,25,54,Material Shortage,Night,5.7,68679.45
2025-02-09,Plant D,Line 2,Product B,979,842,38,34,Machine Failure,Morning,7.7,67080.81
2025-02-09,Plant D,Line 4,Product B,954,822,23,40,Machine Failure,Evening,6.9,67691.28
2025-02-09,Plant A,Line 3,Product B,1099,1057,28,37,Machine Failure,Evening,2.8,72129.55
2025-02-09,Plant C,Line 2,Product D,1113,1066,32,22,Changeover,Morning,3.8,64647.9
2025-02-09,Plant D,Line 3,Product E,1038,862,42,82,Power Failure,Night,5.4,77108.96
2025-02-09,Plant A,Line 2,Product B,930,922,43,28,Material Shortage,Evening,4.6,63311.4
2025-02-10,Plant A,Line 1,Product B,994,905,29,20,Machine Failure,Night,4.8,61483.99
2025-02-10,Plant C,Line 4,Product E,931,934,23,47,Machine Failure,Morning,0.3,68343.04
2025-02-10,Plant C,Line 2,Product D,1164,1171,34,22,Machine Failure,Morning,2.0,67953.34
2025-02-10,Plant C,Line 3,Product E,1059,986,24,58,Machine Failure,Morning,2.9,75934.19
2025-02-10,Plant B,Line 4,Product A,773,681,23,80,Quality Issue,Morning,4.0,56138.48
2025-02-10,Plant A,Line 3,Product B,1142,1039,32,35,Material Shortage,Evening,7.3,74820.58
2025-02-10,Plant D,Line 2,Product C,703,625,22,60,Planned Maintenance,Night,4.2,63414.18
2025-02-10,Plant D,Line 2,Product E,888,687,40,167,Quality Issue,Evening,1.6,61756.87
2025-02-10,Plant C,Line 3,Product E,1049,988,32,33,Planned Maintenance,Evening,0.0,72666.13
2025-02-10,Plant A,Line 1,Product D,1174,1076,31,30,Material Shortage,Morning,5.9,68993.39
2025-02-10,Plant B,Line 4,Product D,1022,935,36,15,Quality Issue,Evening,7.3,64564.0
2025-02-11,Plant B,Line 3,Product E,1084,902,59,234,Planned Maintenance,Morning,7.5,85634.69
2025-02-11,Plant B,Line 3,Product A,884,828,42,65,Power Failure,Night,4.1,67280.73
2025-02-11,Plant B,Line 1,Product C,835,680,24,133,Machine Failure,Morning,4.3,67655.8
2025-02-11,Plant A,Line 4,Product D,1166,1085,45,49,Power Failure,Evening,3.8,69530.8
2025-02-11,Plant A,Line 2,Product E,954,866,29,49,Planned Maintenance,Night,6.0,69382.37
2025-02-11,Plant A,Line 2,Product A,861,772,17,32,Changeover,Night,4.6,58874.64
2025-02-11,Plant B,Line 4,Product D,1076,971,28,51,Machine Failure,Evening,6.0,67286.54
2025-02-11,Plant B,Line 1,Product D,1269,1139,65,37,Machine Failure,Evening,9.2,79109.9
2025-02-12,Plant C,Line 3,Product D,1364,1302,52,28,Planned Maintenance,Evening,1.3,73516.25
2025-02-12,Plant A,Line 2,Product D,1197,1070,45,117,Quality Issue,Morning,6.2,72421.87
2025-02-12,Plant D,Line 2,Product B,856,736,49,105,Power Failure,Night,7.3,60811.86
2025-02-12,Plant C,Line 3,Product A,990,974,26,76,Changeover,Evening,2.1,67741.42
2025-02-12,Plant B,Line 1,Product C,684,595,21,101,Power Failure,Evening,3.7,59862.21
2025-02-12,Plant D,Line 1,Product E,1097,991,35,35,Machine Failure,Night,7.4,89827.06
2025-02-12,Plant A,Line 2,Product D,1230,1168,50,16,Power Failure,Morning,3.7,72397.8
2025-02-12,Plant B,Line 2,Product E,1009,839,39,100,Changeover,Evening,6.9,74650.06
2025-02-12,Plant A,Line 1,Product C,764,663,12,80,Material Shortage,Morning,4.4,64813.61
2025-02-12,Plant A,Line 4,Product B,985,958,25,7,Changeover,Evening,2.2,62579.9
2025-02-12,Plant A,Line 1,Product C,847,809,22,34,Machine Failure,Morning,4.1,75142.22
2025-02-13,Plant B,Line 3,Product B,1196,1033,45,124,Changeover,Night,5.3,80326.33
2025-02-13,Plant A,Line 3,Product A,1080,1049,37,11,Changeover,Morning,1.9,78185.69
2025-02-13,Plant B,Line 2,Product D,1232,1139,53,82,Power Failure,Morning,3.0,75972.2
2025-02-13,Plant A,Line 2,Product A,825,714,22,109,Quality Issue,Morning,6.0,60574.8
2025-02-13,Plant C,Line 2,Product B,1041,1016,35,34,Planned Maintenance,Evening,3.6,65378.38
2025-02-13,Plant A,Line 2,Product E,962,909,29,91,Changeover,Evening,2.1,70836.57
2025-02-13,Plant C,Line 4,Product E,794,775,20,15,Planned Maintenance,Night,1.1,56928.76
2025-02-13,Plant A,Line 1,Product B,1085,1008,35,62,Planned Maintenance,Evening,4.7,69522.05
2025-02-13,Plant A,Line 1,Product A,937,825,12,19,Planned Maintenance,Evening,2.3,62730.24
2025-02-14,Plant B,Line 3,Product C,797,621,22,114,Machine Failure,Morning,2.6,63083.37
2025-02-14,Plant C,Line 2,Product A,818,738,13,76,Quality Issue,Night,3.1,55886.17
2025-02-14,Plant A,Line 1,Product C,680,575,17,27,Material Shortage,Night,3.3,53348.54
2025-02-14,Plant B,Line 3,Product A,819,713,33,37,Power Failure,Morning,2.4,57572.32
2025-02-14,Plant B,Line 4,Product D,1073,902,55,139,Planned Maintenance,Morning,6.8,65931.44
2025-02-14,Plant C,Line 3,Product A,924,905,20,19,Power Failure,Night,2.5,65637.91
2025-02-15,Plant A,Line 4,Product E,849,814,39,36,Planned Maintenance,Evening,4.4,66650.59
2025-02-15,Plant B,Line 3,Product E,1040,916,40,58,Quality Issue,Morning,6.2,79585.94
2025-02-15,Plant C,Line 2,Product E,995,959,37,84,Machine Failure,Evening,1.9,73677.75
2025-02-15,Plant A,Line 4,Product C,722,703,11,6,Planned Maintenance,Night,4.1,63789.59
2025-02-15,Plant D,Line 3,Product D,1424,1237,51,67,Machine Failure,Evening,5.4,84302.54
2025-02-15,Plant D,Line 3,Product A,946,758,27,57,Quality Issue,Morning,5.7,68003.52
2025-02-16,Plant B,Line 3,Product C,870,795,23,66,Material Shortage,Evening,3.4,76258.82
2025-02-16,Plant A,Line 4,Product E,964,899,33,94,Machine Failure,Night,2.4,72983.7
2025-02-16,Plant A,Line 4,Product E,1027,955,39,64,Changeover,Morning,3.2,78360.83
2025-02-16,Plant D,Line 3,Product B,1193,1015,43,63,Power Failure,Morning,2.2,77833.03
2025-02-16,Plant B,Line 3,Product B,1188,1014,56,183,Changeover,Morning,4.3,77086.46
2025-02-16,Plant A,Line 2,Product D,1185,1092,41,51,Changeover,Evening,2.8,66539.48
2025-02-16,Plant D,Line 2,Product A,825,687,29,80,Planned Maintenance,Morning,6.2,60892.34
2025-02-16,Plant A,Line 4,Product A,693,603,17,25,Planned Maintenance,Morning,7.1,52419.89
2025-02-16,Plant A,Line 2,Product C,577,543,4,30,Material Shortage,Morning,3.3,53188.78
2025-02-16,Plant B,Line 3,Product C,859,738,20,101,Material Shortage,Morning,3.4,76212.26
2025-02-16,Plant D,Line 2,Product A,846,771,39,88,Quality Issue,Evening,3.7,67760.1
2025-02-16,Plant A,Line 3,Product E,1092,1049,43,37,Planned Maintenance,Morning,2.5,81889.75
2025-02-17,Plant A,Line 2,Product E,1057,1053,30,9,Machine Failure,Evening,1.7,80096.34
2025-02-17,Plant C,Line 4,Product B,1054,1016,23,14,Machine Failure,Evening,2.5,64087.87
2025-02-17,Plant A,Line 1,Product B,1094,1005,44,86,Changeover,Morning,4.4,69836.58
2025-02-17,Plant C,Line 4,Product B,1014,939,34,28,Planned Maintenance,Evening,5.3,66739.96
2025-02-17,Plant D,Line 4,Product B,1008,804,53,189,Material Shortage,Evening,6.7,67278.69
2025-02-17,Plant C,Line 2,Product B,1022,992,43,83,Planned Maintenance,Night,2.7,67145.19
2025-02-17,Plant A,Line 3,Product D,1388,1299,45,43,Machine Failure,Evening,4.5,77633.97
2025-02-17,Plant D,Line 4,Product E,946,757,54,222,Power Failure,Morning,7.2,73641.85
2025-02-18,Plant A,Line 2,Product E,891,847,31,103,Quality Issue,Morning,2.1,68395.07
2025-02-18,Plant B,Line 4,Product D,1110,957,49,179,Machine Failure,Evening,7.1,68759.04
2025-02-18,Plant D,Line 2,Product D,1122,994,55,58,Machine Failure,Night,4.2,65807.14
2025-02-18,Plant B,Line 4,Product C,717,515,20,133,Changeover,Morning,5.7,53956.37
2025-02-18,Plant B,Line 4,Product E,919,716,34,158,Power Failure,Night,4.4,61845.03
2025-02-18,Plant A,Line 4,Product D,1061,1015,32,32,Changeover,Evening,0.0,57124.24
2025-02-18,Plant D,Line 2,Product C,702,560,25,105,Machine Failure,Evening,8.4,63025.43
2025-02-18,Plant B,Line 3,Product A,990,916,46,140,Machine Failure,Morning,3.2,76098.55
2025-02-18,Plant B,Line 1,Product C,773,737,29,116,Material Shortage,Evening,3.0,72481.91
2025-02-18,Plant B,Line 3,Product B,1216,1083,52,66,Machine Failure,Morning,4.9,81554.07
2025-02-19,Plant A,Line 3,Product B,1245,1143,45,57,Changeover,Morning,6.5,80462.38
2025-02-19,Plant B,Line 1,Product B,1026,914,42,60,Machine Failure,Morning,7.8,72130.31
2025-02-19,Plant B,Line 4,Product D,1227,1141,60,34,Planned Maintenance,Evening,2.2,73629.31
2025-02-19,Plant C,Line 1,Product E,968,909,18,23,Quality Issue,Morning,1.8,66889.24
2025-02-19,Plant D,Line 3,Product C,833,649,29,121,Changeover,Evening,6.4,70953.36
2025-02-19,Plant D,Line 4,Product D,1155,1020,59,166,Power Failure,Morning,2.6,72566.47
2025-02-19,Plant B,Line 2,Product D,1162,1139,35,8,Planned Maintenance,Night,3.9,75050.46
2025-02-19,Plant A,Line 4,Product D,1204,1125,38,34,Planned Maintenance,Morning,1.8,70356.68
2025-02-19,Plant B,Line 2,Product C,766,635,26,82,Quality Issue,Morning,5.6,66181.71
2025-02-20,Plant B,Line 1,Product B,994,868,35,14,Material Shortage,Morning,4.7,64324.14
2025-02-20,Plant B,Line 4,Product D,1233,1098,56,73,Machine Failure,Evening,8.2,74525.36
2025-02-20,Plant B,Line 2,Product C,757,663,21,22,Machine Failure,Morning,3.1,63263.89
2025-02-20,Plant C,Line 4,Product A,834,823,19,61,Planned Maintenance,Morning,5.4,61444.22
2025-02-20,Plant B,Line 1,Product B,1004,904,37,44,Material Shortage,Morning,8.1,71100.78
2025-02-20,Plant C,Line 1,Product C,800,802,17,24,Quality Issue,Evening,3.3,69590.04
2025-02-21,Plant B,Line 2,Product C,663,576,17,38,Planned Maintenance,Morning,4.7,58006.16
2025-02-21,Plant B,Line 3,Product A,918,782,32,66,Machine Failure,Night,1.3,63394.61
2025-02-21,Plant C,Line 4,Product C,534,406,9,128,Machine Failure,Night,4.7,39289.19
2025-02-22,Plant C,Line 3,Product C,824,777,16,33,Planned Maintenance,Night,5.3,72714.74
2025-02-22,Plant A,Line 4,Product E,816,782,23,35,Machine Failure,Evening,0.2,60702.54
2025-02-22,Plant D,Line 3,Product E,1054,924,47,93,Quality Issue,Morning,5.1,82486.45
2025-02-22,Plant A,Line 2,Product A,826,792,30,63,Machine Failure,Night,5.1,61978.77
2025-02-22,Plant B,Line 4,Product E,883,753,31,16,Power Failure,Night,4.2,64607.28
2025-02-22,Plant B,Line 4,Product E,831,715,37,191,Planned Maintenance,Evening,5.0,66424.08
2025-02-22,Plant C,Line 4,Product A,807,774,26,50,Material Shortage,Morning,0.4,54009.94
2025-02-22,Plant D,Line 4,Product C,692,611,17,46,Changeover,Morning,7.0,66643.13
2025-02-22,Plant A,Line 4,Product A,770,816,26,33,Material Shortage,Morning,4.0,63053.45
2025-02-22,Plant D,Line 3,Product C,822,669,20,37,Machine Failure,Night,5.7,69798.73
2025-02-22,Plant B,Line 2,Product D,1176,1069,51,57,Quality Issue,Morning,3.0,70628.41
2025-02-23,Plant C,Line 3,Product B,1130,1019,30,46,Quality Issue,Evening,4.0,68312.13
2025-02-23,Plant A,Line 3,Product C,782,681,9,35,Quality Issue,Morning,5.3,64762.27
2025-02-23,Plant B,Line 4,Product D,1135,998,52,87,Machine Failure,Morning,6.5,67919.29
2025-02-23,Plant A,Line 3,Product C,677,652,10,46,Power Failure,Evening,0.9,58341.57
2025-02-23,Plant A,Line 2,Product E,912,853,24,21,Material Shortage,Morning,3.6,67420.46
2025-02-23,Plant D,Line 1,Product A,893,752,36,186,Machine Failure,Morning,4.1,64477.53
2025-02-23,Plant B,Line 2,Product A,836,786,29,103,Material Shortage,Evening,3.5,65446.04
2025-02-23,Plant B,Line 3,Product B,1186,1097,46,20,Quality Issue,Night,4.8,81278.12
2025-02-23,Plant B,Line 4,Product C,694,677,16,22,Material Shortage,Morning,0.0,62675.24
2025-02-23,Plant B,Line 1,Product C,825,682,24,111,Material Shortage,Night,3.7,71828.02
2025-02-23,Plant A,Line 2,Product E,933,856,33,89,Changeover,Morning,6.7,72714.43
2025-02-24,Plant D,Line 1,Product B,1082,963,43,50,Machine Failure,Morning,2.8,71888.35
2025-02-24,Plant A,Line 3,Product B,1165,1039,39,26,Planned Maintenance,Evening,7.6,73325.64
2025-02-24,Plant A,Line 3,Product B,1160,1041,31,32,Quality Issue,Night,5.3,73684.45
2025-02-24,Plant A,Line 2,Product C,636,571,13,47,Material Shortage,Evening,3.3,53642.14
2025-02-24,Plant B,Line 3,Product A,962,805,38,131,Planned Maintenance,Evening,6.0,66853.59
2025-02-24,Plant C,Line 1,Product C,754,693,13,58,Material Shortage,Evening,1.5,61032.62
2025-02-25,Plant A,Line 2,Product B,947,810,31,93,Quality Issue,Evening,6.9,58891.53
2025-02-25,Plant B,Line 1,Product E,1046,940,34,72,Power Failure,Night,4.5,80092.0
2025-02-25,Plant A,Line 2,Product E,849,801,23,107,Planned Maintenance,Morning,2.2,63945.34
2025-02-25,Plant D,Line 2,Product E,1002,829,31,74,Material Shortage,Night,2.0,70733.94
2025-02-25,Plant D,Line 3,Product B,1177,1025,43,89,Machine Failure,Evening,3.8,77210.28
2025-02-25,Plant A,Line 2,Product E,937,873,24,70,Machine Failure,Morning,2.7,71027.19
2025-02-25,Plant C,Line 2,Product E,851,819,30,45,Planned Maintenance,Evening,2.2,65016.86
2025-02-25,Plant B,Line 2,Product E,943,791,34,110,Planned Maintenance,Morning,3.8,70256.15
2025-02-26,Plant B,Line 3,Product A,941,831,34,62,Quality Issue,Evening,2.4,66191.23
2025-02-26,Plant D,Line 2,Product C,845,723,31,76,Material Shortage,Evening,5.0,77813.19
2025-02-26,Plant A,Line 4,Product A,840,749,28,42,Machine Failure,Night,4.8,60465.18
2025-02-26,Plant B,Line 2,Product B,1125,975,32,80,Quality Issue,Evening,3.7,73197.2
2025-02-27,Plant D,Line 4,Product C,672,554,17,30,Quality Issue,Morning,5.4,59677.4
2025-02-27,Plant B,Line 4,Product E,844,710,37,80,Power Failure,Evening,3.6,61979.85
2025-02-27,Plant A,Line 3,Product A,993,922,26,40,Material Shortage,Morning,2.1,66715.51
2025-02-27,Plant C,Line 2,Product B,1071,1031,22,40,Power Failure,Morning,2.8,67657.71
2025-02-27,Plant B,Line 2,Product B,1054,970,41,50,Changeover,Evening,0.6,69274.09
2025-02-27,Plant A,Line 4,Product D,1038,1052,44,5,Quality Issue,Evening,4.9,65273.26
2025-02-27,Plant C,Line 2,Product D,1159,1125,48,90,Planned Maintenance,Morning,2.1,65821.34
2025-02-27,Plant C,Line 1,Product E,944,916,12,20,Changeover,Morning,3.2,71141.71
